film_name,genre,year,country,rate_film,description
Бешеные псы,триллер,1992,США,7.6,"После неудачного ограбления ювелирного магазина в назначенном месте постепенно собираются оставшиеся в живых участники ограбления. Один из них серьезно ранен в живот. Двое убиты. Они знают, что один из них полицейский, устроивший засаду, но не знают кто. По ходу фильма мы узнаем, как готовилась операция, кто принимал в ней участие, будут ярко выписаны все персонажи. Мы узнаем и кто был среди них сексотом. Но этого я говорить вам не буду. Квентин Тарантино, сценарист и режиссер, снял мощную, потрясающей силы картину. Кого-то может шокировать ее графическая жестокость и натурализм. Но мне кажется, так это выглядело бы в жизни. Он подарил нам кусочек жизни, страшной жизни, но в этом кусочке мы видим реальных людей во всей гамме человеческих отношений. Это настоящее кино и пропускать такой фильм просто нельзя."
Вавилон,"триллер, драма",2006,США / Мексика,7.6,"Действие фильма разворачивается в Марокко, Мексике и Японии, а отправной точкой сюжета становится трагедия, которую супруги Ричард и Сюзан переживают во время своей туристической поездки по Марокко. Сюзан становится жертвой шальной пули, выпущенной из ружья по туристическому автобусу двумя местными мальчишками. В это же время двое детей Ричарда и Сюзан, оставленные под присмотр няни-мексиканки, отправляются вместе с ней в Мексику на свадьбу ее сына, и это путешествие оказывается в итоге далеко не из легких. И, наконец, в Токио тяжело переживающая самоубийство матери глухонемая студентка Чиеко ведет себя вызывающе, вступает в перепалку с отцом и разными способами срывает свое зло на окружающих…"
Джой,драма,2015,США,7.6,"«Джой» - это волнующая история четырех поколений семьи. В центре сюжета – девушка Джой, превращающаяся в женщину, которая становится основательницей бизнес-династии и ее главой. Предательство и измена, потеря невинности и шрамы любви открывают дорогу в эмоциональную комедию о том, как стать истинным лидером семьи, и о том, как любое предприятие неумолимо сталкивается с миром коммерции. Союзники и противники меняются местами как внутри, так и вне семьи, и только внутренние переживания и неистовое воображение Джой помогают ей пройти через поджидающие ее жизненные бури."
Призрачный гонщик,"триллер, боевик, фэнтези",2007,США,7.6,"Чтобы спасти умирающего отца, молодой гонщик Джонни Блэйз продает Мефистофелю свою душу и часть души своей жены Роксанны. Год спустя Мефистофель предлагает скитающемуся по дорогам Джонни новую сделку. Джоони должен стать неким подобием Ангела Мести и справедливости. Отказаться от предложения нельзя иначе поданные им души никогда не найдут покоя..."
Фонтан,"фантастика, драма, мелодрама",2006,США,7.6,"""Что, если бы мы могли жить вечно?"""
Не брать живым,"драма, военный",2009,США / Великобритания,7.6,-
Убийство в Восточном экспрессе,"детектив, триллер",2017,США,7.6,"Путешествие на одном из самых роскошных поездов Европы неожиданно превращается в одну из самых стильных и захватывающих загадок в истории. Экранизация романа автора множества бестселлеров Агаты Кристи «Убийство в «Восточном Экспрессе» рассказывает историю тринадцати пассажиров поезда, каждый из которых находится под подозрением. И только сыщик должен как можно быстрее разгадать головоломку, прежде чем преступник нанесет новый удар."
Ничего хорошего в отеле «Эль Рояль»,триллер,2018,США,7.6,"Семь незнакомцев, у каждого из которых есть своя тайна, встречаются в заброшенном отеле El Royale на озере Тахо. И этой ночью у каждого будет шанс на искупление… прежде чем всё пойдет к чертям."
Монгол. Часть первая,"исторический, драма, биография",2007,Казахстан / Россия / Германия,7.6,"""Не презирай слабого детеныша ? он может оказаться сыном тигра"", — говорит монгольская пословица."
Фиксики. Большой секрет,"анимация, детский, семейный, приключения",2017,Россия,7.6,"Фиксики – маленькие добрые человечки, которые живут в машинах и приборах и заботятся о технике. Но люди не должны знать о фиксиках! Это БОЛЬШОЙ СЕКРЕТ! Фиксики находят способ перемещаться по электрическим проводам. Теперь они смогут мгновенно починить любой прибор, где бы он ни был! И тут недоработанное изобретение попадает к озорнику Файеру. В руках маленького фиксика оно становится причиной больших проблем. Искры, взрывы, разрушения, взбесившаяся техника – город на грани катастрофы! Фиксикам почти чудом удаётся её предотвратить. Но как сохранить их БОЛЬШОЙ СЕКРЕТ?!"
Горячие новости,боевик,2009,Россия / Швеция,7.6,"На одной из улиц в центре Москвы опер Смирнов вместе со своими сотрудниками готовят задержание опасных бандитов, грабящих инкассаторов. Главарь банды — таинственный и неуловимый Герман, за которым уже долгое время ведется слежка."
Секретная служба Санта Клауса,анимация,2011,США / Великобритания,7.6,"Фильм приоткрывает завесу тайны над тем, каким образом Санта-Клаусу удается развезти подарки всем детям на Земле всего за одну ночь."
Rammstein: Paris!,мюзикл,2016,Германия,7.6,"Созданный с помощью самых последних звуковых и визуальных технологических инноваций киноконцерт знаменитого шведского режиссера Йонаса Окерлунда с новой стороны покажет захватывающие эмоции и трепет от неподражаемого шоу Rammstein. «Rammstein: Paris!» — это абсолютное пиршество для всех органов чувств: темная и захватывающая, полная противоречий сказка; трюки, которые «не рекомендуется повторять в домашних условиях» и всепоглощающий запах бензина… Ни для кого не секрет, что Rammstein всегда возглавляли собственную высшую лигу, когда дело доходило до демонстрации принципиально нового уровня выступлений, как с точки зрения сценического мастерства, так и со стороны реакции публики. Уловить это настроение и передать его в фильме — почти невыполнимая задача. Крайне сложно отразить все те чувства и эмоциональную вовлеченность, которые возникают на живом концерте в кинозале, однако фильм Йонаса Окерлунда (культового шведского режиссер и продюсера, на счету которого работы с такими группами и исполнителями как Metallica, Madonna, The Rolling Stones, Beyonce, Iggy Pop и др.) «Rammstein: Paris!» сумел справиться с этой задачей настолько, насколько это возможно. Креативное видение режиссера вывело жанр на абсолютно новый уровень. Этот динамичный современный киноконцерт — пиршество для глаз, торжество живого выступления Rammstein, отличное от реального присутствия на шоу и в то же время нечто большее. Возможно, это лучший киноконцерт всех времен."
Артур и месть Урдалака,"сказка, семейный, анимация",2009,Франция,7.6,"Артур получает послание с просьбой о помощи, доставленное ему паучком-почтальоном. Мальчик встревожен: он уверен, что его могли написать только минипуты. Но именно в этот момент отец объявляет о своем решении возвращаться домой, в город. Мальчик успевает предупредить своего дедушку о полученном письме: возможно Арчибальд что-нибудь придумает. Ведь как раз сегодня ночью лунный луч коснется волшебной подзорной трубы и откроется проход в страну минипутов. Но небо затягивают тучи..."
Монстро,"боевик, триллер, драма, фантастика",2008,США,7.6,"Полусекретный проект идеолога сериала ""Остаться в живых"" о чудовище, разрушающем Нью-Йорк."
Джонни Д,драма,2009,США,7.6,"Сюжет фильма повествует о легендарном грабителе банков Джоне Диллинджере. Дерзкие нападения сделали его выдающимся героем для всех угнетенных и главной мишенью для лучшего агента ФБР Мелвиса Первиса и его молодого напарника Джея Эдгара Гувера. Никто не мог остановить банду Диллинджера. Ни одна тюрьма не могла его удержать. Обаяние и отчаянные побеги прославляли преступника в обществе, считавшем банки главной причиной Великой депрессии."
Бесславные ублюдки,"драма, военный, приключения, боевик",2009,Германия / США,7.6,Действие картины разворачивается в оккупированной фашистами Франции. На глазах у Шошанны Дрейфус от рук немецкого полковника Ганса Ланда погибает ее семья. Девушке чудом удается спастиcь и бежать в Париж. Там она устраивается на работу в кинотеатр.
Сезон охоты 3,"детский, анимация",2010,США,7.6,"Продолжение сумасшедших приключений медведя-гризли Буга и его верного друга, оленя Элиота."
Дюнкерк,"драма, военный, исторический",2017,США / Великобритания / Франция,7.6,"Сотни тысяч солдат британских и союзных войск окружены противником. Они попадают в отчаянное положение, оказавшись в ловушке на береговой линии, где за спиной - лишь море, а враг подходит все ближе."
Легенда о Коловрате,"приключения, фэнтези, исторический",2017,Россия,7.6,"XIII век. Русь раздроблена и вот-вот падет на колени перед ханом Золотой Орды Батыем. Испепеляя города и заливая русские земли кровью, захватчики не встречают серьезного сопротивления, и лишь один воин бросает им вызов. Рязанский воевода Евпатий Коловрат возглавляет отряд смельчаков, чтобы отомстить за свою любовь и за свою родину. Его отвага поразит даже Батыя, а его имя навсегда останется в памяти народа. Воин, ставший легендой. Подвиг, сохранившийся в веках."
Милый друг,драма,2011,Великобритания,7.6,"Жоржа влекут деньги, секс и власть. Обольстительная внешность и железные нервы карточного игрока, обворожительные манеры и когти хищника – и Париж, город порока и страсти, лежит у его ног..."
Пункт назначения 5,"триллер, ужасы",2011,США,7.6,"Смерть вездесуща как никогда и отправляется на охоту за жертвами, когда видение одного спасает группу рабочих от смерти незадолго до катастрофического крушения моста.
Но «везунчики» не должны были выжить, и в безумной гонке «не на жизнь, а на смерть» они отчаянно пытаются избежать своей зловещей участи."
Еще одна из рода Болейн,"драма, исторический",2008,Великобритания,7.6,"Анна и Мария Болейн, движимые слепой амбицией своей семьи, борются за внимание и благосклонность короля Генриха VIII. И хотя обе сестры разделят с ним ложе, только одной из них суждено подняться на трон для непродолжительного царствования."
Разлом Сан-Андреас,"боевик, приключения",2015,США,7.6,"Когда злосчастный разлом Сан-Андреас вновь напоминает о себе, вызывая девятибалльное землетрясение в Калифорнии, пилот поисково-спасательного вертолета и его почти-бывшая жена вместе пытаются добраться из Лос-Анджелеса в Сан-Франциско, чтобы спасти их единственную дочь. Но рискованное путешествие на север – лишь начало, и настоящая опасность поджидает их тогда, когда они думают, что худшее уже позади…"
Голос монстра,"фантастика, фэнтези",2016,США / Испания,7.6,В самый тяжелый момент жизни мальчика к нему из темноты ночи приходит древний монстр.  
P.S. Я люблю тебя,"комедия, драма",2007,США,7.6,-
Ограбление на Бейкер-Стрит,триллер,2008,США / Великобритания,7.6,-
Очень плохая училка,комедия,2011,США,7.6,"Учительница средних классов живет гламурной жизнью светской львицы, ходит на работу как на вечеринку и мечтает об увеличении объема собственного бюста. Однако после внезапного разрыва с богатым бойфрендом ее образ жизни резко меняется, хотя сама она это осознает не сразу. Но когда в их школу приходит новый преподаватель, она совершенно теряет голову и начинает охоту за… деньгами."
Мрачные тени,"ужасы, драма",2012,США,7.6,"В 1752 г. Джошуа и Наоми Коллинз вместе с их сыном Барнабасом отплыли из английского Ливерпуля, чтобы начать новую жизнь в Америке. Но даже океан не смог оградить их от загадочного проклятия, тяжелым роком висящего над их семьей. Спустя двадцать лет Барнабас стал «королем горы» или, по крайней мере, городка Коллинзпорт в штате Мэн."
"Отель ""Гранд Будапешт""","комедия, драма",2014,США / Германия,7.6,"Фильм рассказывает об увлекательных приключениях легендарного консьержа Густава и его юного друга, портье Зеро Мустафы. Сотрудники гостиницы становятся свидетелями кражи и поисков бесценных картин эпохи Возрождения, борьбы за огромное состояние богатой семьи и… драматических изменений в Европе между двумя кровопролитными войнами XX века."
Агент Джонни Инглиш: Перезагрузка,комедия,2011,США,7.6,"Знаменитый шпион Джонни Инглиш провел в горах восточной Азии много лет. Монахи Шаолиня вернули его к полноценной жизни, а вести о грядущем покушении на премьер-министра Китая заставили его бывших боссов из английской разведки «перезагрузить» отношения с ним. Джонни Инглиш снова в деле!"
Стрелок,"боевик, драма, триллер",2007,США,7.6,"Давно завязавший со своим прошлым бывший наемный убийца оказывается против своей воли втянутым в заговор с целью убийства президента. Похоже, что его хотят подставить и «сдать» властям. поэтому ему необходимо как можно быстрее найти и обезвредить настоящего убийцу."
Ранэвэйс,"драма, мюзикл",2010,США,7.6,"Байопик о легендарной американской рокерше Джоан Джетт. Фильм затрагивает карьеру и жизнь певицы в 1970-е годы, когда она была солисткой девчачьей рок-группы «The Runaways»."
Синистер 2,ужасы,2015,США,7.6,"Сиквел рассказывает о молодом шерифе, решившем продолжить расследование серии таинственных убийств, описанных в первой части фильма, из-за которых в своё время потерял жизнь друг шерифа, сержант Элиссон Освальф."
Жизнь Пи,"приключения, драма",2012,США / Китай,7.6,"Родители Пи Пателя, работающие ветеринарами в индийском городке Пондичери, решают морем перебраться в Канаду. Но корабль попадает в шторм и спастись удается только маленькому Пи — спасатели обнаружили его дрейфующим на лодке в компании зебры, гиены, орангутана и бенгальского тигра."
Так себе каникулы,комедия,2009,США,7.6,"Двое старых приятелей и деловых партнеров внезапно оказываются в ситуации, когда им приходится заняться воспитанием двух шумных близнецов-шестилеток. Более того, переполох не ограничивается домашними заботами. Детишек надо еще вывезти отдыхать в летний лагерь, а там и близняшки, и их опекуны оказываются во власти придирчивого вожатого — и все это накануне важной сделки, от которой зависит будущее предприятия горе-опекунов. Справятся ли закоренелые холостяки с этой непростой ситуацией?"
Мертвец,"криминал, вестерн, драма, приключения",1995,США / Германия / Япония,7.6,"Картина рассказывает о жизни и смерти Уильяма Блейка. Но не известного поэта и художника, а простого бухгалтера, приехавшего работать на Дикий Запад. Череда несчастий, случающихся с ним на новом месте, приводит к тому, что его принимают за убийцу. А может, он сам преступник? Все люди, встречающиеся у него на пути, думают одинаково, потому что это - Америка. Джармуша интересует душа человека, и когда герои его фильмов стреляют друг в друга, то они хотят уничтожить те людские качества, которые им ненавистны. И тогда перестрелка превращается в поэзию."
Мамма Миа!,"комедия, мелодрама, мюзикл",2008,Великобритания / США,7.6,"Независимая мать-одиночка владеет небольшим отелем на идиллическом греческом острове. Донна собирается отпустить во взрослую жизнь свою дочь Софи, которую она вырастила одна. Донна пригласила на свадьбу Софи своих давних подруг — практичную Рози и богатую Таню, побывавшую уже не в одном браке. Когда-то они вместе пели в группе ""Донна и Динамо"". Однако Софи тайком пригласила троих собственных гостей. Пытаясь понять, кто ее отец, она приглашает троих мужчин из прошлого Донны в средиземноморский рай, который они посещали двадцать лет назад. В течение 24 волшебных и хаотических часов расцветет новая любовь, а старые романы снова станут актуальными на этом роскошном острове, полном возможностей."
Артур и Минипуты,"анимация, сказка, семейный",2006,США / Франция,7.6,"Читая старинную книгу, юный Артур узнает о загадочной стране крохотных существ — минипутов. Только дед Артура, великий путешественник, таинственно исчезнувший несколько лет назад, умел проникать туда, но знания свои зашифровал."
Железная хватка,"драма, вестерн",2010,США,7.6,"Сюжет рассказывает историю 14-летней девочки, стареющего судебного пристава Рустера Когберна и ещё одного законника. Вместе они идут по следам убийцы отца девочки, которые ведут во враждебную индейскую территорию."
Шестое чувство,"документальный, мистика, триллер",1999,США,7.6,"Детский психиатр Малькольм Кроу сталкивается со странным случаем: восьмилетнего Коула посещают страшные видения —- призраки умерших. Все эти люди когда-то были убиты, и теперь они обрушивают на малыша свой гнетущий страх и отчаянный гнев. Как врач, Малькольм бессилен помочь. Но как человек, он пытается найти ключ к ужасному миру Коула, в котором веет дыхание смерти и распускаются страшные цветы боли."
Сияние,триллер,1980,Великобритания / США,7.6,"Главный герой — Джек Торренс — приехал в элегантный уединенный отель, чтобы поработать смотрителем во время мертвого сезона вместе со своей женой и сыном. Торренс здесь раньше никогда не бывал. Или это не совсем так? Ответ лежит во мраке, сотканном из преступного кошмара."
Выкрутасы,"мелодрама, комедия, спорт",2010,Россия,7.6,"Что делать простому школьному учителю из сонного приморского городка с небанальным названием «Пальчики», если в Москве его ждет - не дождется красавица-невеста Надя, свадебный стол уже ломится от угощений, а гости готовы в любой момент грянуть «Горько»?"
Три богатыря и принцесса Египта,"анимация, приключения, детский",2017,Россия,7.6,"В новогоднюю ночь, в то время, как Князь готовится произнести торжественную речь, а Юлий распаковывает подарки и следит за приготовлением праздничного стола, богатыри едут в гости к Алеше, и встречают там странного товарища по имени Дурило. Оказывается, это тринадцатый месяц, который никому особенно не нужен, и который пытается осуществить свое заветное желание – стать самым главным месяцем в году. Только и надо ему, что притвориться Дедом Морозом, показать доверчивому Алеше пару фокусов, подружиться с богатырями и оказаться в Египте – стране фараонов и древних пирамид. А дальше – пирамиды, заклинание, Древний огонь – и дело в шляпе! Но не так-то просто осуществить свое коварное желание, когда на пути у тебя встают не только три богатыря, но и их жены, Князь и Юлий, Змей Горыныч и Дед Мороз и даже – сама принцесса Нефертити!"
Чужой 4: Воскрешение,"триллер, боевик, ужасы, фантастика",1997,США,7.6,"Спустя 200 лет со дня гибели лейтенанта Рипли, военные ученые, в погоне за созданием совершенного оружия, возвращают ее к жизни методом клонирования. Кровь Рипли несет в себе образцы ДНК «чужих», и военные хотят заставить ее родить им ребенка – наполовину человека, наполовину «чужого». Как бы не хотела Рипли прервать этот эксперимент, детеныш появляется на свет и сразу же показывает свой кровожадный характер."
"Больше, чем друг","мелодрама, комедия",2010,США,7.6,"Незамужняя 40-летняя женщина решается на искусственное оплодотворение. Семь лет спустя она снова начинает встречаться с бывшим возлюбленным, у которого есть один секрет: когда-то он заменил сперму донора на свою."
И гаснет свет...,ужасы,2016,США,7.6,"Когда Ребекка покинула родной дом, она думала, что ее детские страхи остались позади. Будучи ребенком, она никогда не понимала, что реально вокруг нее, а что нет, когда гаснет свет. Теперь и ее младший брат, Мартин, переживает те же необъяснимые и вселяющие ужас события. Но на этот раз Ребекка подбирается к разгадке истины и уже нет сомнений, что их жизнь в опасности, когда гаснет свет."
Наемник,"боевик, триллер",2017,США,7.6,"23-летний Митч почти десять лет назад потерял родителей, а недавно лишился и последнего близкого человека: его невеста стала жертвой атаки террористов. ЦРУ предлагает одержимому местью парню присоединиться к группе специалистов по секретным операциям. Тренером и куратором Митча становится хладнокровный ветеран Стэн Херли. Вместе им предстоит остановить опаснейшего врага – агента Призрака, ученика Стэна, который стремится развязать Третью мировую на Ближнем Востоке. Экранизация бестселлера Винса Флинна, романа из серии о наемнике ЦРУ Митче Рэппе."
Рэмбо IV,"триллер, боевик, драма",2007,США,7.6,"Вьетнамский ветеран Джон Рэмбо ведет уединенный образ жизни на окраине Бангкока, ремонтируя старые лодки. Он бежит от проблем, но проблемы сами находят его. Группа христианских миссионеров, идущих с гуманитарной миссией к преследуемым каренским племенам, просят у Рамбо лодку. Но жестокие бирманские солдаты захватывают их в плен. Рэмбо собирает отряд из пяти наемников и отправляется на помощь к заложникам…"
Босс-молокосос,"комедия, семейный",2017,США,7.6,"Существует множество пособий, рекомендаций, советов по воспитанию детей. Но вот что делать, если ребенок родился с задатками самого въедливого начальника и видит вокруг себя только подчиненных — ленивых, безалаберных и бездарных?"
Наркоз,"триллер, драма",2007,США,7.6,-
Покемон. Детектив Пикачу,"детектив, комедия",2019,США,7.6,"История начинается с таинственного исчезновения частного детектива экстра- класса Гарри Гудмана, расследовать которое предстоит его 21-летнему сыну Тиму. Помощь в расследовании ему окажет бывший партнер отца, детектив Пикачу — уморительный, остроумный и обаятельный сыщик, который является загадкой даже для себя самого. Обнаружив, что они каким-то фантастическим образом способны общаться друг с другом, Тим и Пикачу объединяют усилия в захватывающем расследовании этой запутанной истории. В погоне за уликами по неоновым улицам Райм Сити — современного разросшегося мегаполиса, где люди и покемоны живут бок о бок в гиперреалистичном мире игрового экшна, — они встречают самых разнообразных покемонов и раскрывают ужасный заговор, который способен разрушить это мирное сосуществование и стать угрозой для всей вселенной покемонов."
Дьявол носит Prada,"комедия, драма",2006,США,7.6,По одноименному роману Лорен Уайзбергер.
Рыбка Поньо на утесе,"анимация, семейный, приключения, аниме ",2008,Япония,7.6,"История о пятилетнем мальчике по имени Сосуке и принцессе золотых рыбок Поньо, которая мечтает стать человеком."
Сказки на ночь,"фэнтези, комедия",2008,США,7.6,"Адам Сэндлер в насыщенной спецэффектами, невероятно зрелищной комедии о силе воображения. Когда сказки, которые одинокий архитектор рассказывает на ночь своим племянникам, оживают, и выдуманные персонажи начинают вмешиваться в реальную жизнь, он переосмысливает свое унылое существование и встречает настоящую любовь."
Гагарин. Первый в космосе,"исторический, драма, биография",2013,Россия,7.6,"Фильм посвящен первым шагам человечества на пути освоения космоса и непосредственно судьбе первого космонавта Ю. А. Гагарина. Это первая попытка создания масштабного художественного фильма о Юрии Гагарине. История об обычном парне, попавшем в необычные обстоятельства, о человеке, которому было предначертано судьбой первым шагнуть в космос. Основной лейтмотив фильма – борьба за право быть первым. В первый отряд космонавтов отбирали из трёх тысяч летчиков-истребителей по всей стране. В легендарную двадцатку попали лучшие из лучших. Кто из них полетит первым, не знал никто.  Все они стремились к своей цели, проявляя себя по-разному в условиях жесткого, порой бесчеловечного отбора. В дальнейшем, из первого отряда космонавтов в космос слетали только 12 человек, остальные выбыли по разным причинам: один заживо сгорел в барокамере, другой бросился под поезд, но даже гибель товарищей не смогла остановить безудержного стремления к мечте."
Отголоски прошлого,"драма, биография",2008,Великобритания,7.6,-
Люди Икс. Последняя битва,"фантастика, триллер, боевик",2006,США,7.6,"Людям Икс, во главе с профессором Чарльзом Ксавье, приходится вступить в битву с самой эволюцией в лице их воскресшего товарища по команде... Джин Грэй, возрожденная в облике Темного Феникса, представляет опасность не только для самой себя, но и для мутантов и для всей человеческой расы. А когда наконец найдено возможное лекарство – то, что может предотвратить генетические мутации – наступает время решающей битвы между Людьми Икс, Братством Магнето и человечеством."
Между нами горы,"мелодрама, драма",2017,США,7.6,"Бен и Эшли, уцелевшие после авиакатастрофы, должны найти общий язык, чтобы выжить в экстремальных условиях далеких заснеженных гор. Когда они понимают, что на помощь к ним никто не придет, они вынуждены отправиться в опасный путь длиной в сотни километров. В борьбе за жизнь между двумя еще вчера незнакомыми людьми неожиданно возникает притяжение."
Совокупность лжи,драма,2008,США,7.6,"Руководитель отдела ЦРУ Эд Хоффман отправляет своего агента Роджера Ферриса в Иорданию для внедрения в местную ячейку ""Аль-Каиды"". Феррису придется налаживать связи не только с террористами, но и с иорданскими спецслужбами, и еще неизвестно, что сложнее."
Рок-н-рольщик,боевик,2008,Великобритания,7.6,"Лондонский криминальный мир узнает о том, что загадочному русскому преступнику удается провернуть хитроумную земельную аферу, вследствие чего начинается кровопролитная борьба за многие миллионы долларов."
Красная жара,"комедия, триллер, криминал, боевик",1988,США,7.6,"В доперестроичные времена торговля наркотиками была из ряда вон выходящим преступлением. На борьбу с грузинским мафиози, который используя все связи США, пытается пристрастить к кокаину советских граждан, выходит гроза преступного мира милиционер Иван Данко. Этот парень не любит шутить, и доказательством серьезности его намерений служат большие мускулы и пистолет. Чтобы арестовать бандита, Иван направляется в Чикаго — рассадник капиталистической заразы. Там его помощником становится болтливый полицейский. Вместе они обезвреживают мафиози, разрушив при этом полгорода и расстреляв пару десятков негодяев."
